"id";"Titulo";"anoLetivo";"avaliacaoProposta";"coorientador";"dataEstado";"dataProposta";"descricao";"entidade";"estado";"idGrupo";"idtfc";"motivoRecusa";"numeroInscricoes";"orientador";"orientadorProposto";"preponente";"semestre";"tecnologias"
70;Utilização de chaves criptogrâficas em TEE (Trusted Execution Environment);"2018";;;"2022-10-07";"2022-10-07";Um método predominante e comprovado para lidar com informações confidenciais e reduzir os pontos de ataque nos dispositivos é o Trusted Execution Environment (TEE) que consiste em criar uma ârea separada na unidade central de processamento. Este trabalho pretende explorar soluções de código aberto que permitem implementar o TEE, tais como o OP-TEE e GzOS e avaliar a capacidade em proteger particularmente chaves criptogrâficas de serem copiadas. ;;Atribuido;;DEISI70;;0;p3025;;p3025;0;
71;Plataforma de aluguer de filmes;"2018";;;"2022-10-07";"2022-10-07";Plataforma de registo de aluguer de filmes que usa Distributed Ledger technology para registo de transacções. ;;Indisponivel;;DEISI71;;0;p5404;;p5404;0;
72;Spotter;"2018";Aceite;;"2022-10-07";"2022-10-07";"Spotter é uma aplicação que visa identificar e gerir e uma comunidade de utilizadores e locais de interesse não turísticos/pouco conhecidos. Mostrando assim locais alternativos a quem estejas disposto a visita-los normalmente pouco divulgados e apenas conhecidos apenas pelas pessoas locais.
Propõe-se o desenvolvimento de uma base de dados remota, webservice respetivo e da App Android Spotter assim como a sua versão para iOS.";10;Atribuido;28;Aluno72;;0;p4453;p4453;a21502583;0;
73;Simulação multi-agente comparativa da difusão de inovações e noticias falsas.;"2018";;;"2022-10-07";"2022-10-07";O objetivo central deste trabalho é replicar um estudo anterior que utiliza um modelo multi-agente para identificar processos coletivos relevantes a propagação e assimilação de inovações numa rede social. Apos a replicação do estudo, incluindo a implementação do respetivo sistema de simulação multi-agente os alunos vão adaptar o sistema para similar propagação de noticias falsas.;;Atribuido;;DEISI73;;0;p5265;;p5265;0;
75;Plataforma Gestão de Requisitos;"2019";;;"2022-10-07";"2022-10-07";"Pretende-se desenvolver uma aplicação de gestão de ciclo de vida de requisitos utilizando abordagens SCRUM e AGSI-Arquitectura da Gestão de Sistemas de Informação e descrição de requisitos em template a fornecer por orientador
Trabalho enquadra-se em projecto mais amplo, visando a integração com ferramentas de gestão de projecto (e.g.: MS-Project) e de controlo de versões (e.g.: git) 
Disciplinas listadas não são de obrigatoriedade cumulativa; As tecnologias indicadas são alternativas";;Publicado;;DEISI75;;0;p2703;;p2703;0;
76;Geoplacement (controlo de presença electrónico);"2019";;;"2022-10-07";"2022-10-07";"Solução de validação de presença e acesso a espaços controlados utilizando dispositivos de comunicação moveis pessoais. 
Composta por 3 elementos:
1. Marcador físico colocado no local onde se controla presença e acesso (alternativa com emissor Beacon);
2. Aplicação móvel para ler o marcador/emissor e registar leitura em base de dados central, após validar  geolocalização.
3.Backoffice de controlo de registos e utilizadores 
Componente móvel em android";;Publicado;;DEISI76;;0;p2703;;p2703;0;
77;Plataforma de subscrição de serviços;"2019";;;"2022-10-07";"2022-10-07";"Construção de um ecossistema colaborativo em formato crowdsourcing, destinado a entidades da Economia Social, suportado por uma plataforma de subscrição de serviços, disponibilizados em formato de partilha de tempo  e operados segundo um modelo de funcionamento sem vinculo permanente entre entidades e pessoas participantes.
O presente TFC tem por objecto definir o modelo conceptual para o Ecossistema e a construção de um PoC, em formato de protótipo funcional,  para validação do mesmo.";;Publicado;;DEISI77;;0;p2703;;p2703;0;
79;PROPOSTA RETIRADA POR INDISPONIBILIDADE DE ORIENTACÃO;"2019";;;"2022-10-07";"2022-10-07";"Desenvolver interface de avaliação para SAD-RH, de acordo com critérios e métricas de avaliação definidas pela DRH.
A interface integra com ERP de Gestão de RH para identificação de funcionârios e interacção com histórico de avaliações, mas tem autonomia para validação de preenchimento
Construção da solução implica desenvolvimento de API, em formato Web Service, para integração com ERP
Autenticação OAuth com plataforma Google";5;A Aguardar Atribuição;;DEISI79;;0;p2703;;p2703;0;
80;Carlos Relvas: Catâlogo Estereoscópico;"2019";;;"2022-10-07";"2022-10-07";"O projecto de investigação Carlos Relvas Full 3D. The Stereo Catalogue (CICANT- ULHT) estâ a criar um catâlogo
digital online para apresentar as fotografias estereoscópicas de Carlos Relvas.
";31;Nao Atribuido;;DEISI80;;0;p5404;;p5404;0;
82;Plataforma de Apoio a Projetos de Multiplos Clientes;"2019";Aceite;;"2022-10-07";"2022-10-07";A ideia deste trabalho é auxiliar os alunos no desenvolvimento de projetos que envolvam multiplos clientes e ou servidores. Nos dias de hoje, os alunos são obrigados a usar mâquinas virtuais para o efeito, no entanto, nem sempre os alunos têm hardware para lançar multiplas instancias do virtualbox. Uma vez que o docker consome consideravalmente menos recursos, neste trabalho pretende-se criar uma plataforma que abstraia a criação de dockers de forma dinâmica consoante as necessidades.;10;Publicado;;Aluno82;;0;p5502;p5502;a21705328;0;
83;Plataforma DEISI - Gestão de TFCs (Desenvolvimento);"2019";;;"2022-10-07";"2022-10-07";Continuar o trabalho jâ desenvolvido na plataforma de gestão de TFCs para corrigir bugs entretanto detetados e incluir novas funcionalidades a serem discutidas no início do projecto. A aplicação foi desenvolvida em Java usando a framework Spring. O objectivo é integrar as novas funcionalidades jâ no próximo semestre. Este trabalho é para ser desenvolvido por um grupo de 2 alunos.;;Publicado;;DEISI83;;0;p4997;;p4997;0;
84;Plataforma DEISI - Gestão de TFCs (Anâlise e Testes);"2019";;;"2022-10-07";"2022-10-07";"Este projecto serâ complementar ao TFC DEISI83 (""Plataforma DEISI - Gestão de TFCs (Desenvolvimento)"") sendo mais vocacionado para a anâlise de requisitos com o objectivo de criar uma bateria de testes exaustivos, usando JUnit e outras frameworks relevantes, assim como testes de usabilidade e desempenho. Este trabalho é para ser desenvolvido por um grupo de 2 alunos.";;Publicado;;DEISI84;;0;p4997;;p4997;0;
85;PROPOSTA RETIRADA POR INDISPONIBILIDADE DE ORIENTACÃO;"2019";;;"2022-10-07";"2022-10-07";A solução a criar deverâ permitir a um utilizador não conhecedor da linguagem SQL criar relatórios a partir de um base de dados a que lhe seja dado acesso, podendo imprimi-los ou exporta-los para ficheiro externo O TFC continua trabalho anterior que jâ executa queries elementares com SGBD MS-SQL e MySQL, com exportação em formato MS-Excel e XML Nesta fase, pretende-se desenvolver interface grâfico, aprofundar construção de queries, permitir impressão e acrescentar o SGBD PostgreSQL;;A Aguardar Atribuição;;DEISI85;;0;p2703;;p2703;0;
86;fechadura inteligente;"2019";;;"2022-10-07";"2022-10-07";"Desenvolvimento de fechadura digital inteligente com abertura em 2 passos.
Projecto desenvolvido com Raspbery Pi (fechadura) e Android (chave)
Fechadura com ecrã tâctil gera QR lido pelo Android. O QR é enviado para o Raspberry que devolve PIN. o utilizador deve inserir o PIN no ecrã da Fechadura
Hardware (Raspberry) disponibilizado";;Publicado;;DEISI86;;0;p2703;;p2703;0;
87;Digital Badges in Education;"2019";Aceite;;"2022-10-07";"2022-10-07";"Através deste trabalho pretende-se desenvolver um sistema de badges digitais, em que o objetivo principal proposto para o projeto é construir uma plataforma onde  seja possível  desenvolver, validar e reconhecer as competências de cada aluno. Este sistema serâ testado com vârias disciplinas das licenciaturas do DEISI.
Este TFC jâ se encontra em curso.
";10;Publicado;;Aluno87;;0;p4997;p4997;a21703957;0;
88;Plugin DP para IntelliJ;"2019";Aceite;;"2022-10-07";"2022-10-07";"Pretende-se criar um plugin para o IDE IntelliJ cujo objectivo principal é automatizar o processo de submissões para a plataforma Drop-Project. Para além disso, serão estudadas/implementadas componentes de apoio ao ensino, também baseadas em interacções entre o IntelliJ e o DP, como por exemplo o calculo de estatísticas e o ""download"" automâtico de projetos para a mâquina do Professor. Este sistema serâ testado durante este ano lectivo em LP2 e/ou AED.
O trabalho jâ se encontra em curso.";10;Publicado;;Aluno88;;0;p4453;p4453;a21705201;0;
89;Aplicação móvel para acesso ao Open edX (cursos online);"2019";;;"2022-10-07";"2022-10-07";A Lusófona estâ a preparar-se para disponibilizar cursos online através da plataforma Open edX, mas esta plataforma não disponibiliza aplicações nativas para Android e iOS. Pretende-se que os alunos desenvolvam estas aplicações tendo em conta a documentação e código disponibilizados pela plataforma. Este trabalho deverâ ser feito em grupos de 2 alunos, em que pelo menos um dos alunos deverâ ter um macbook (para poder desenvolver a app iOS). O trabalho serâ co-orientado pelo Miguel Tavares.;;Publicado;;DEISI89;;0;p4997;;p4997;0;
90;Content Marketplace platform;"2019";;;"2022-10-07";"2022-10-07";Pretende-se desenvolver uma plataforma de gestão entre jornalistas, redatores e outros produtores de conteúdos (artigos, ebooks, casos de sucesso, datasheets, etc.) e empresas de TI que necessitam de garantir a disponibilização de conteúdos sobre as suas temâticas, produtos ou serviços. Esta plataforma deverâ posteriormente ter funcionalidades como depois de um determinado conteúdo de redes sociais ser aprovado, disseminar diretamente em vârias redes sociais.;11;Publicado;;DEISI90;;0;p3113;;p3113;0;
91;Buddy abroad ;"2019";;;"2022-10-07";"2022-10-07";"(continuação de protótipo de TFC 2018-19)
Fusão de Tinder +Uber para Guias Turisticos
Desenvolvimento de plataforma para a criação de novo modelo de guias turísticos. Conceitos: 
1- qualquer um pode ser guia turistico, tal como qualquer um pode conduzir um taxi para a Uber; 
2- fundamental fazer o match entre os desejos de visita de um turista com o perfil adequado de conhecimentos turísticos do guia, tal como o Tinder faz a junção de pessoas com os mesmos gostos";12;Publicado;;DEISI91;;0;p3113;;p3113;0;
92;Portal Empresarial de Conteúdos e CRM Integrado;"2019";;;"2022-10-07";"2022-10-07";Desenvolvimento de Plataforma de Conteúdos para empresa em WordPress, com integração de Módulo de Gestão de Clientes OpenSource (a definir entre SuiteCRM e Odoo) e de Marketing (extensão e integração com Mailchimp ou outro a definir).;32;Publicado;;DEISI92;;0;p3113;;p3113;0;
93;Plataforma de Gestão de Identidades e Acessos;"2019";;;"2022-10-07";"2022-10-07";"Criação de protótipo de plataforma de Gestão de Identidades e Acessos, baseado em Open Source, com anâlise de vantagens e desvantagens entre OpenIAM, Shibboleth, WSO2 Identity Server, MidPoint, Soffid, Apache Syncope, Gluu.
Objetivo demonstrar integração e controlo de acessos  com um CRM, um Active Directory, um Gestor de Conteúdos, etc.";;Publicado;;DEISI93;;0;p3113;;p3113;0;
94;Android Quiz Builder v2;"2019";Aceite;;"2022-10-07";"2022-10-07";"Introdução de elementos de jogo na aplicação Android Quiz Builder. Serão introduzidos novos tipos de questionârio, para suportar jogos do estilo ""Quem quer ser milionârio?"".
Este projecto serâ a continuação de um TFC realizado em ano lectivo anterior.";10;Publicado;;Aluno94;;0;p4453;p4453;a21702482;0;
95;Sistema de gestão de produtos com ligação ao InvoiceExpress;"2019";;;"2022-10-07";"2022-10-07";Neste projecto pretende-se desenvolver uma plataforma (Web Application) para gerir produtos compostos (criar produtos novos a partir de produtos jâ existentes - matérias primas). A plataforma, desenvolvida usando a framework DJANGO, deverâ permitir a venda e aquisição de produtos. Para isso deverâ integrar a API de facturação do InvoiceExpress. A plataforma deverâ ter também uma base de dados de clientes e fornecedores e permitir listar todas as operações de cada cliente e fornecedor. ;;Publicado;;DEISI95;;0;p5403;;p5403;0;
96;Expansão de uma plataforma de automatic assessment tool (AAT);"2019";;;"2022-10-07";"2022-10-07";"Neste TFC pretende-se adicionar algumas funcionalidades a uma plataforma de ""automatic assessment tool"" desenvolvida em django. A plataforma corre conjuntos de testes sobre os trabalhos dos alunos e atribui uma classificação. De momento a plataforma apenas aceita submissões em grupo de trabalhos em linguagem de programação C. Pretende-se expandir a capacidade da plataforma para: aceitar submissões individuais; permitir outras linguagens de programação; correr testes unitârios.";;Publicado;;DEISI96;;0;p5403;;p5403;0;
97;Sistema de gestão de uma escola de actividades nauticas;"2019";;;"2022-10-07";"2022-10-07";A Wakevilla LDA é uma escola de actividades nauticas que fornece também alojamento. Neste TFC pretende-se desenvolver um sistema para gestão de clientes, reservas, e registo de actividades. O desenvolvimento serâ feito na framework django.;33;Publicado;;DEISI97;;0;p5403;;p5403;0;
98;Aprendizagem baseada em jogos;"2019";;;"2022-10-07";"2022-10-07";Pretende-se explorar a conceção e desenvolvimento de jogos (gamifcation) para a aprendizagem ao longo da vida, formação profissional ou em contexto das redes colaborativas. O tema, plataforma (web, mobile ou desktop), tecnologias e as funcionalidades dos jogos/ recursos deverão ser definidos juntamente com o orientador.;34;Publicado;;DEISI98;;0;p3478;;p3478;0;
99;Redes de negócios de colaboração e marketing que motivam com incentivos e prémios;"2019";;;"2022-10-07";"2022-10-07";Modelos de redes de negócios de colaboração e marketing, em redes ativas com incentivos e prémios. As plataformas (web, mobile ou desktop), tecnologias e as funcionalidades deverão ser definidos juntamente com o orientador.;35;Publicado;;DEISI99;;0;p3478;;p3478;0;
